,Run #1 BSF,Run #2 BSF,Run #3 BSF,Run #4 BSF,Average BSF
951,26595.720199724736,29272.046767061645,24813.634983734053,22931.777194701554,25903.294786305498
961,26595.720199724736,29272.046767061645,24813.634983734053,22810.43526098567,25872.959302876527
971,26584.73933875441,29272.046767061645,24797.89483505144,22806.729939009423,25865.35271996923
981,26584.73933875441,29272.046767061645,24797.89483505144,22806.729939009423,25865.35271996923
991,26368.264622325038,29234.660610109284,24797.89483505144,22800.17528368477,25800.248837792635
1001,26368.264622325038,29226.78324434025,24695.918157155775,22800.17528368477,25772.78532687646
1011,26368.264622325038,29226.78324434025,24695.918157155775,22800.17528368477,25772.78532687646
1021,26355.279430074563,29226.78324434025,24695.918157155775,22800.17528368477,25769.53902881384
1031,26355.279430074563,29226.78324434025,24678.88035241142,22639.66002894265,25725.15076394222
1041,26234.69601524222,29226.78324434025,24600.90365624883,22639.66002894265,25675.510736193486
1051,26096.60029971645,29226.78324434025,24600.90365624883,22538.361840261638,25615.662260141795
1061,26096.60029971645,29226.78324434025,24568.718057975693,22201.39799484845,25523.374899220213
1071,26096.60029971645,29226.78324434025,24568.718057975693,22076.032744174172,25492.033586551643
1081,26096.60029971645,29185.841903363074,24543.713092226924,22076.032744174172,25475.547009870155
1091,25965.66283183882,29183.385230326876,24543.713092226924,22073.987028773183,25441.68704579145
1101,25965.66283183882,29183.385230326876,24516.993685899135,22061.698481963365,25431.93505750705
1111,25965.66283183882,29183.385230326876,24458.584783120466,21781.42827036808,25347.26527891356
1121,25963.97087214586,29183.385230326876,24196.071702989022,21781.42827036808,25281.21401895746
1131,25950.98034038707,29183.385230326876,24196.071702989022,21740.502699634508,25267.73499333437
1141,25950.98034038707,29021.066536154078,24022.937011421975,21557.7221638519,25138.176512953756
1151,25950.98034038707,29013.23495014435,24022.937011421975,21314.233279602722,25075.346395389028
1161,25947.253676395336,29013.23495014435,24019.013350863275,21312.331587732944,25072.958391283977
1171,25819.537837233307,29013.23495014435,23983.356439418527,21274.012198998375,25022.53535644864
1181,25818.453991439445,29013.23495014435,23983.356439418527,21244.004742076864,25014.762530769796
1191,25816.37708874563,29013.23495014435,23910.072803655443,21244.004742076864,24995.922396155573
1201,25766.739682101903,29012.881723526643,23809.131995935502,21206.616701225314,24948.842525697342
1211,25766.739682101896,29012.881723526643,23809.131995935502,21206.616701225314,24948.84252569734
1221,25766.739682101896,29012.881723526643,23809.131995935502,21173.997796981515,24940.68779963639
1231,25691.346956927304,28997.256611993074,23809.131995935502,21168.98821471591,24916.68094489295
1241,25691.346956927304,28881.40606504144,23791.902419909253,21141.967020960437,24876.65561570961
1251,25691.346956927304,28881.40606504144,23770.875453127774,21024.64437037471,24842.068211367805
1261,25671.859682391867,28881.40606504144,23770.875453127774,21012.75131639809,24834.223129239792
1271,25671.859682391867,28833.53804043458,23770.875453127774,21012.75131639809,24822.25612308808
1281,25632.182187318413,28833.53804043458,23770.875453127774,21012.75131639809,24812.336749319715
1291,25632.182187318413,28796.15162364021,23770.875453127774,20771.866759981658,24742.76900601701
1301,25632.182187318413,28796.15162364021,23738.270447597206,20703.029436781046,24717.40842383422
1311,25609.143578229276,28796.15162364021,23728.84944992199,20634.859669247708,24692.251080259797
1321,25513.239274267926,28796.15162364021,23728.84944992199,20634.859669247708,24668.275004269453
1331,25513.239274267926,28796.15162364021,23485.03967136858,20553.56943991365,24587.000002297587
1341,25513.239274267926,28796.15162364021,23485.03967136858,20553.56943991365,24587.000002297587
1351,25513.239274267926,28632.711294466157,23469.44193885562,20511.019897712555,24531.603101325567
1361,25513.239274267926,28632.711294466157,23464.218857266667,20511.019897712555,24530.297330928326
1371,25470.99752895607,28632.711294466157,23429.303680710324,20444.286409667173,24494.32472844993
1381,25470.99752895607,28632.711294466157,23429.303680710324,20434.273884006845,24491.82159703485
1391,25470.99752895607,28632.711294466157,23429.303680710324,20423.042989528047,24489.013873415148
1401,25470.99752895607,28632.711294466157,23389.07782052807,20423.042989528047,24478.957408369584
1411,25470.99752895607,28632.711294466157,23388.80092706466,20396.95490352716,24472.366163503513
1421,25413.08282849641,28632.711294466157,23388.80092706466,20293.054758274313,24431.912452075387
1431,25413.08282849641,28496.21709533618,23280.086155776364,20281.63628884417,24367.75559211328
1441,25362.542214563786,28413.750647424764,23280.086155776364,20275.669080160165,24333.012024481268
1451,25362.542214563786,28413.750647424764,23280.086155776364,20203.844935568715,24315.055988333406
1461,25358.92057407374,28413.750647424764,23280.086155776364,20203.844935568715,24314.150578210894
1471,25323.539903716468,28413.750647424764,23280.086155776364,20203.844935568715,24305.30541062158
1481,25323.539903716468,28413.750647424764,23280.086155776364,20203.844935568715,24305.30541062158
1491,25315.326917484905,28413.750647424764,23280.086155776364,20203.844935568715,24303.252164063688
1501,25315.326917484905,28413.750647424764,23280.086155776364,20183.06060303268,24298.05608092968
1511,25290.591287802778,28413.750647424764,23280.086155776364,20183.06060303268,24291.872173509146
1521,25290.591287802778,28400.490658339037,23234.472814648438,20176.55476506699,24275.52738146431
1531,25287.56519977245,28382.835464257238,23197.14956495009,20176.55476506699,24261.02624851169
1541,25192.083606866225,28382.835464257238,23197.14956495009,20176.55476506699,24237.155850285137
1551,25192.083606866225,28382.835464257238,23197.14956495009,20176.55476506699,24237.155850285137
1561,25161.4068140955,28373.581893209062,23197.14956495009,20176.55476506699,24227.17325933041
1571,25042.485186714497,28373.581893209062,23146.83813627793,20175.666755844242,24184.642993011432
1581,25038.409323197404,28352.61067648905,23146.83813627793,20175.666755844242,24178.381222952157
1591,25037.894617161073,28352.61067648905,23038.415612089077,20175.666755844242,24151.14691539586
1601,25036.363216758637,28352.61067648905,23038.415612089077,20175.666755844242,24150.76406529525
1611,25007.495560215484,28345.481368033226,23038.415612089077,20175.666755844242,24141.764824045506
1621,25006.98085417915,28345.481368033226,22995.863582057602,20175.666755844242,24130.998140028554
1631,24958.357404165297,28345.481368033226,22995.863582057602,20175.666755844242,24118.84227752509
1641,24956.311297726526,28309.391771831062,22992.992271335348,20155.521311920613,24103.55416320339
1651,24956.311297726526,28309.391771831062,22992.992271335348,20155.521311920613,24103.55416320339
1661,24906.445066267188,28309.391771831062,22946.460706603746,20110.639297581736,24068.234210570932
1671,24906.445066267188,28309.391771831062,22946.460706603746,20078.379725513852,24060.169317553962
1681,24906.445066267188,28269.102219882687,22627.732382375674,20078.379725513852,23970.41484850985
1691,24898.422997190763,28269.102219882687,22565.770852676796,20078.379725513852,23952.918948816023
1701,24898.422997190763,28262.1606380215,22565.770852676796,20071.511360124718,23949.466462003445
1711,24882.10498622352,28150.071881559532,22565.770852676796,20071.511360124718,23917.36477014614
1721,24882.10498622352,28150.071881559532,22564.5498180269,20053.052417792613,23912.444775900643
1731,24879.078898193187,28144.122101763514,22564.5498180269,20053.052417792613,23910.200808944053
1741,24878.29112092594,28144.122101763514,22564.5498180269,20017.38249126498,23901.086382995338
1751,24878.29112092594,28144.122101763514,22564.5498180269,20014.866773610745,23900.457453581777
1761,24878.29112092594,27766.179293851907,22564.5498180269,20014.866773610745,23805.971751603873
1771,24874.2216321592,27734.6402851799,22564.5498180269,20014.866773610745,23797.069627244186
1781,24874.2216321592,26757.454310515735,22564.5498180269,20014.866773610745,23552.773133578146
1791,24874.2216321592,26757.454310515735,22549.981493726467,20014.866773610745,23549.13105250304
1801,24874.2216321592,26247.552352828887,22398.294551131436,19991.915183577064,23377.995929924145
1811,24872.05270891426,25848.543952429114,22398.294551131436,19991.915183577064,23277.701599012966
1821,24872.05270891426,25848.543952429114,22370.73635592476,19991.915183577064,23270.812050211298
1831,24870.380796257272,25848.543952429114,22365.01808961147,19991.915183577064,23268.96450546873
1841,24870.380796257272,25848.543952429114,22363.601618199875,19991.915183577064,23268.61038761583
1851,24870.380796257272,25848.543952429114,22276.862005260456,19991.915183577064,23246.925484380976
1861,24870.380796257272,25848.543952429114,22206.90748865722,19991.915183577064,23229.436855230168
1871,24820.84820997426,25848.543952429114,22132.616719676458,19977.828202256882,23194.959271084175
1881,24820.84820997426,25848.460612560553,22092.454097249112,19963.29203195805,23181.263737935493
1891,24768.486603739148,25848.460612560553,22092.454097249112,19963.29203195805,23168.173336376713
1901,24739.58763806647,25848.460612560553,22092.454097249112,19963.29203195805,23160.948594958543
1911,24739.58763806647,25848.460612560553,22068.05458410658,19963.29203195805,23154.84871667291
1921,24739.58763806647,25804.01798367371,22002.652914080834,19963.29203195805,23127.38764194477
1931,24453.51648034268,25804.01798367371,22002.652914080834,19963.29203195805,23055.869852513824
1941,24126.97735332767,25804.01798367371,22002.652914080834,19961.34554337605,22973.74844861457
1951,24126.97735332767,25804.01798367371,22002.652914080834,19961.34554337605,22973.74844861457
1961,24065.298162404168,25801.513749514477,21979.815774442195,19961.34554337605,22951.993307434223
1971,24036.90031383225,25784.215670210204,21979.815774442195,19953.610737923995,22938.63562410216
1981,23718.396792093186,25784.215670210204,21926.520647813944,19953.610737923995,22845.685962010335
1991,23718.396792093186,25784.215670210204,21906.094480018975,19953.610737923995,22840.579420061593
2001,23595.38519439492,25784.215670210204,21842.715023600107,19953.610737923995,22793.981656532305
2011,23595.38519439492,25679.371721023574,21842.715023600107,19941.645464829096,22764.779350961922
2021,23595.38519439492,25679.371721023574,21842.715023600107,19930.445314321285,22761.97931333497
2031,23595.38519439492,25603.144697810796,21842.715023600107,19930.445314321285,22742.922557531776
2041,23595.38519439492,25419.624521281436,21842.715023600107,19892.097248154154,22687.455496857652
2051,23504.448684946987,25028.771184591722,21842.715023600107,19892.097248154154,22567.00803532324
2061,23504.448684946987,24864.129426709536,21842.715023600107,19892.097248154154,22525.847595852694
2071,23504.448684946987,24864.129426709536,21804.39439282985,19887.518812729715,22515.122829304022
2081,23504.448684946987,24486.791275085732,21804.39439282985,19887.518812729715,22420.788291398072
2091,23504.448684946987,24284.380232105086,21804.39439282985,19887.518812729715,22370.18553065291
2101,23504.448684946987,24220.956338225682,21763.123403649493,19886.29920992701,22343.70690918729
2111,23502.028012619634,23933.042662353448,21763.123403649493,19886.29920992701,22271.123322137395
2121,23502.028012619634,23868.83839764189,21763.123403649493,19886.29920992701,22255.07225595951
2131,23502.028012619634,23868.83839764189,21763.123403649493,19886.29920992701,22255.07225595951
2141,23469.92420095577,23682.41385586529,21763.123403649493,19886.29920992701,22200.440167599387
2151,23469.92420095577,23579.061968300837,21722.62065000383,19884.39318695643,22164.000001554214
2161,23451.511157817375,23534.96818922844,21722.62065000383,19884.39318695643,22148.373296001515
2171,23451.511157817375,23534.96818922844,21722.62065000383,19884.39318695643,22148.373296001515
2181,23451.511157817375,23534.96818922844,21722.62065000383,19884.39318695643,22148.373296001515
2191,23451.511157817375,23534.96818922844,21722.62065000383,19884.39318695643,22148.373296001515
2201,23451.511157817375,23476.200966232038,21722.17395426682,19884.39318695643,22133.569816318166
2211,23451.511157817375,23446.119226591927,21722.17395426682,19884.39318695643,22126.04938140814
2221,23405.76854573289,23445.411045818855,21722.17395426682,19884.39318695643,22114.436683193748
2231,23405.76854573289,23408.30353107883,21687.22841168818,19883.238170796853,22096.13466482419
2241,23405.76854573289,23408.30353107883,21687.22841168818,19883.238170796853,22096.13466482419
2251,23405.76854573289,23376.5262364545,21687.22841168818,19883.238170796853,22088.190341168105
2261,23405.76854573289,23376.5262364545,21687.22841168818,19873.393948509816,22085.729285596346
2271,23405.47981530063,23376.5262364545,21634.878762782115,19873.393948509816,22072.569690761768
2281,23372.746930671026,23320.454552952207,21597.967000321067,19873.393948509816,22041.14060811353
2291,23372.746930671026,23199.920082895427,21597.967000321067,19873.393948509816,22011.006990599337
2301,23372.746930671026,23199.920082895427,21597.967000321067,19873.393948509816,22011.006990599337
2311,23372.746930671026,22970.525043396152,21597.967000321067,19866.888082779547,21952.031764291947
2321,23340.657882398926,22800.801722620694,21597.967000321067,19866.888082779547,21901.57867203006
2331,23294.822350648756,22788.428703087582,21593.841324055702,19866.888082779547,21885.995115142898
2341,23294.822350648756,22788.428703087582,21593.841324055702,19826.817486987067,21875.977466194778
2351,23268.380960982333,22769.760896537537,21593.841324055702,19826.817486987067,21864.70016714066
2361,23268.380960982333,22769.760896537537,21593.841324055702,19826.817486987067,21864.70016714066
2371,23197.901232840926,22673.9884201989,21593.841324055702,19826.817486987067,21823.13711602065
2381,23197.901232840926,22673.9884201989,21593.511317753884,19826.817486987067,21823.054614445195
2391,23197.901232840926,22553.22877320439,21593.511317753884,19810.909808655913,21788.88778311378
2401,23197.901232840926,22543.624886594138,21593.511317753884,19810.909808655913,21786.486811461215
2411,23165.797421177067,22543.624886594138,21593.511317753884,19810.909808655913,21778.46085854525
2421,23165.797421177067,22517.968492911587,21593.511317753884,19810.909808655913,21772.046760124613
2431,23165.797421177067,22219.418634339352,21593.511317753884,19810.909808655913,21697.409295481553
2441,23165.797421177067,22219.418634339352,21593.511317753884,19810.909808655913,21697.409295481553
2451,23165.797421177067,22167.680697153202,21593.511317753884,19810.909808655913,21684.474811185017
2461,23038.263023583386,22167.680697153202,21593.511317753884,19810.909808655913,21652.591211786596
2471,23038.263023583386,22167.680697153202,21593.511317753884,19810.909808655913,21652.591211786596
2481,23038.263023583386,22167.680697153202,21593.511317753884,19810.909808655913,21652.591211786596
2491,23038.263023583386,22167.680697153202,21593.511317753884,19803.457036884687,21650.72801884379
2501,23038.263023583386,22167.680697153202,21593.263085799463,19803.457036884687,21650.665960855185
2511,23022.791869539597,22120.89215654366,21593.263085799463,19801.647542124432,21634.648663501786
2521,23022.791869539597,22079.86463053761,21593.263085799463,19800.229831763732,21624.037354410102
2531,23022.791869539597,22045.83425214475,21593.263085799463,19800.229831763732,21615.529759811885
2541,23022.791869539597,22045.83425214475,21593.263085799463,19800.229831763732,21615.529759811885
2551,23012.65543164127,22045.83425214475,21593.263085799463,19790.217306103405,21610.49251892222
2561,23012.65543164127,22045.83425214475,21593.263085799463,19790.217306103405,21610.49251892222
2571,23012.65543164127,21978.897224336346,21593.263085799463,19790.217306103405,21593.75826197012
2581,23012.65543164127,21978.897224336346,21593.263085799463,19790.217306103405,21593.75826197012
2591,23012.65543164127,21978.897224336346,21593.263085799463,19790.217306103405,21593.75826197012
2601,23012.65543164127,21978.897224336346,21593.263085799463,19790.217306103405,21593.75826197012
2611,22951.16004865948,21971.214411355482,21593.263085799463,19790.217306103405,21576.463712979457
2621,22951.16004865948,21899.097484986505,21593.263085799463,19790.217306103405,21558.434481387216
2631,22951.16004865948,21879.920525515077,21593.263085799463,19776.443193797117,21550.196713442783
2641,22951.16004865948,21863.931830928766,21593.263085799463,19776.443193797117,21546.19953979621
2651,22951.16004865948,21732.80782350842,21593.263085799463,19759.838725538753,21509.267420876527
2661,22951.16004865948,21705.32087323995,21593.263085799463,19759.838725538753,21502.395683309413
2671,22951.16004865948,21705.32087323995,21575.982263107984,19759.838725538753,21498.075477636543
2681,22951.16004865948,21705.32087323995,21575.982263107984,19759.838725538753,21498.075477636543
2691,22951.16004865948,21705.32087323995,21527.31732829271,19759.838725538753,21485.90924393272
2701,22950.37227139223,21705.32087323995,21527.31732829271,19759.838725538753,21485.71229961591
2711,22924.047754111714,21665.107030430157,21527.31732829271,19759.838725538753,21469.07770959333
2721,22924.047754111714,21519.045143950145,21527.31732829271,19759.838725538753,21432.562237973332
2731,22924.047754111714,21381.152371700497,21527.31732829271,19759.838725538753,21398.089044910917
2741,22924.047754111714,21232.548046921493,21527.31732829271,19759.838725538753,21360.93796371617
2751,22904.07004909327,21223.662160609863,21527.31732829271,19759.838725538753,21353.722065883645
2761,22904.07004909327,21191.64941710547,21527.31732829271,19759.838725538753,21345.71888000755
2771,22893.47550992776,21119.803658498215,21509.579364088957,19759.838725538753,21320.67431451342
2781,22893.47550992776,21072.41011114623,21509.579364088957,19759.838725538753,21308.825927675425
2791,22867.034120261338,21041.656802839752,21509.579364088957,19745.86531706741,21291.033901064366
2801,22867.034120261338,20988.67489579825,21509.579364088957,19745.86531706741,21277.788424303988
2811,22867.034120261338,20946.493774907016,21507.899129960937,19745.86531706741,21266.823085549175
2821,22867.034120261338,20946.493774907016,21507.899129960937,19745.86531706741,21266.823085549175
2831,22867.034120261338,20913.954856611916,21507.899129960937,19745.86531706741,21258.6883559754
2841,22867.034120261338,20913.954856611916,21507.899129960937,19738.130511615356,21256.754654612385
2851,22867.034120261338,20913.954856611916,21507.899129960937,19738.130511615356,21256.754654612385
2861,22867.034120261338,20796.528814980975,21507.899129960937,19738.130511615356,21227.39814420465
2871,22844.010265828896,20796.528814980975,21507.899129960937,19697.324598412702,21211.440702295877
2881,22844.010265828896,20772.738643288747,21507.899129960937,19697.324598412702,21205.493159372818
2891,22844.010265828896,20639.26589035199,21507.899129960937,19692.757437370048,21170.983180877967
2901,22844.010265828896,20580.49866735559,21507.899129960937,19692.757437370048,21156.29137512887
2911,22844.010265828896,20580.49866735559,21507.899129960937,19678.485669214362,21152.72343308995
2921,22844.010265828896,20580.49866735559,21501.804735696256,19670.674789560893,21149.247114610407
2931,22844.010265828896,20458.238374740817,21501.804735696256,19654.944243332728,21114.749404899674
2941,22828.418420642498,20458.238374740817,21501.804735696256,19654.52574459772,21110.746818919324
2951,22828.418420642498,20455.35573530986,21444.804511296275,19654.52574459772,21095.776102961587
2961,22828.418420642498,20455.35573530986,21394.555092674924,19654.52574459772,21083.21374830625
2971,22828.418420642498,20455.35573530986,21393.42478781594,19654.52574459772,21082.931172091503
2981,22824.548224150356,20455.35573530986,21393.42478781594,19654.52574459772,21081.96362296847
2991,22824.548224150356,20447.23416151439,21393.42478781594,19624.26219912717,21072.367343151964
3001,22824.548224150356,20428.548812171193,21393.42478781594,19624.26219912717,21067.696005816164
,Run #1 ASF,Run #2 ASF,Run #3 ASF,Run #4 ASF,Average ASF
1,89825.97172705762,89190.25799132735,87614.50486224947,89341.08149375491,88992.95401859735
11,74524.41768210304,73722.98491310778,71152.88477783403,76058.11446164854,73864.60045867335
21,66832.70815042897,64402.77889747511,63132.85279420771,69041.85046644711,65852.54757713973
31,60955.7727715683,59726.13477873858,58434.76809656279,62421.788166029844,60384.61595322488
41,58226.39911179696,57740.36025158614,54862.54046025231,59535.92916471415,57591.307247087396
51,54312.7567783861,55215.85275364933,53499.32868739933,55329.98572039326,54589.480984957
61,52879.18100470494,52768.26496900351,52812.64211557188,52793.10140909227,52813.29737459315
71,50728.54892095469,50744.66769874872,51390.23252751926,50307.64304785596,50792.77304876966
81,49122.78254480457,48146.243539341034,50492.158436340265,48533.87722163135,49073.765435529305
91,47646.60933939554,46585.801767188,48005.56159973842,47497.749560320866,47433.93056666071
101,46913.93165752841,46090.329540492916,46359.63591919821,46410.48194757958,46443.59476619978
111,46006.06331935069,44827.37963601268,44748.7400626293,45668.1172549357,45312.575068232094
121,45458.73470703686,43441.26647468791,44019.39333263159,45039.66710634114,44489.765405174374
131,44787.400965221605,42859.19086616551,43386.051463074764,44798.02131643322,43957.666152723774
141,43820.55691260828,42732.000499988964,42583.37595190442,44617.54684936298,43438.37005346616
151,43126.74381508041,42439.91042526571,41340.10414304114,44362.78372653055,42817.385527479455
161,42271.90277851926,40891.14973856761,40839.70776103749,44111.20344466729,42028.49093069791
171,41900.478102029236,40264.67920265713,40483.34721372455,43493.067387164534,41535.392976393865
181,41762.91427376512,39142.527451824826,40264.60521385329,42760.706476002975,40982.68835386155
191,41627.197437232746,38793.15297110094,40078.72644791133,42537.047929868255,40759.03119652832
201,41356.3832765303,38506.56449477461,40007.62300755174,42350.769083211235,40555.33496551697
211,40686.94703421668,38270.58277486675,39933.02302616646,42146.00958764284,40259.14060572318
221,40389.58931689217,38086.95941352529,39682.390298914186,41916.4593431331,40018.84959311619
